time,X,Y
0,0.0,0.0
1,0.60129249463424,-1.0951668982661746
2,1.3018021421494603,0.6574799844264259
3,1.0467940508055,6.77806647312549
4,-2.4298168240233293,2.645468657294451
5,-0.5868808742567316,2.247888003244867
6,-0.34628480581519216,-1.2497231505759818
7,1.895611918577977,1.4886977057325794
8,0.7750530422259054,4.595310515475732
9,-0.34198101363156114,0.9098451409241817
10,-0.5921960866757893,-0.016184606147454816
11,-1.1060631279777593,-1.7483638615992887
12,-2.5036714381516654,0.30718713380885543
13,0.5720934127542596,4.476504814434559
14,-2.116262861297373,0.3638264675031342
15,-0.21293182686975737,0.9085750887905495
16,-1.1798987096616842,0.03065232924054434
17,-0.4817980042437424,0.9839597215874911
18,-0.9340899475395961,1.0753417213031
19,0.00648996424753287,-1.1503018269428358
20,-0.15332651208303727,-0.6114533737108867
21,-2.202661124719179,-0.10389637801012219
22,-0.1908637527370066,2.2439101134041666
23,0.9475623706422664,-0.8331309409700614
24,0.30668867403374095,2.3989132862747597
25,0.14556612784713427,0.6773170466406528
26,-0.9816498129294865,1.0469566208354784
27,-1.0391292353153747,-0.9295749632064049
28,0.15513442497162971,-0.9806938200308104
29,0.2130822834129418,2.6588255049854004
30,0.24389080733879182,0.6191237402340165
31,0.4828189829688936,0.9121067992452643
32,-1.0242447079772092,-0.47225978533815893
33,0.9125540673854341,-1.5056833142779213
34,-1.5583599754897641,3.759902269383323
35,0.008456086080570727,-1.5114125625467913
36,-0.9860479719134441,-0.08806652455761055
37,-2.4709312433373376,-1.967930007181533
38,0.16591233330556088,3.281823660400281
39,0.12674485394923254,0.9773379923055572
40,-2.6079360257565356,0.5552598303819785
41,0.34854507507900157,4.773779850700144
42,0.7987989514011661,0.34077474309221584
43,-2.5998554003946066,2.318687899373874
44,0.6847131741098552,3.6451680560432256
45,0.10718774646868649,3.717063790189699
46,-0.9485662756959738,-0.2636706948476483
47,-0.754923277643601,0.02585441221336604
48,1.5891587319273661,-2.435706182585814
49,0.364872791880929,5.854317324135422
50,-0.5939047531183409,1.863375960449611
51,3.9325319327494546,-0.3289475491614368
52,0.30690487350487466,26.329299651394294
53,3.7016501149028773,1.419366557308867
54,0.43881898646974116,24.371268896392092
55,-0.4712678334807583,1.6403062107685646
56,0.7061789739944092,0.32490806394965455
57,-0.022468869392247327,1.3903657301140353
58,-0.1592863509622462,-0.4515195719313272
59,1.4659970281699843,-0.44725143644830023
60,0.3908804511246305,6.6334807698503075
61,-2.30702392684149,1.5468648079489968
62,-0.02258370506228018,1.0017835343123669
63,-1.0947932897956019,0.3717091835688506
64,0.3585170142402379,-0.08900129272416712
65,-3.8596468803246977,0.3543505346409879
66,0.20080410018349446,10.585355656894889
67,0.5693961615454751,0.9462684311534086
68,0.954160516789612,1.4670358060710005
69,0.1666877116169464,4.971515662693416
70,3.6618695159599834,0.2486442267081631
71,-1.2940544685721405,26.675366381483194
72,0.19530601297987815,0.11751806259482034
73,-0.7644831937937028,0.3016317366938671
74,-1.1506275634408443,-0.3985934608195079
75,-2.4570702841453635,-0.22511394998934392
76,0.005818793136600461,1.8372597233069334
77,0.10935339206380704,0.6812849970011279
78,0.5587546871847119,0.28361502546514183
79,1.2206554520312827,0.06271718738807786
80,0.4313866037156691,3.403823111948494
81,3.88162935826141,2.0718097277275844
82,1.646710244978431,26.029394580910747
83,-1.9822046690755362,6.212168516089155
84,-1.1159014840970645,0.13511310461635095
85,-0.04824023187065368,-1.157015658406067
86,-0.915941498643431,-1.865757400873769
87,2.1919112916522097,-0.27878084211497234
88,-0.14160262023087045,9.05841416745619
89,-0.43048547403102966,-2.1751071053986544
90,0.6026705494947456,-0.3007899767281044
91,0.2522095586857771,1.4449943816504003
92,-1.1121434448575662,1.5666137151804473
93,0.7357321364655786,1.5343511277815833
94,-0.12611354802146285,-1.4915293199288813
95,0.8023284644020952,-1.1687840372464167
96,-0.7348720623315537,2.677154389066907
97,-0.4776046259310452,-0.1289280214913492
