X,Y,Temperature
6.8643893121168436,13.346779506359725,4.363502971184062
7.305674734632328,-4.824069873892936,18.767857660247905
-13.584869939832668,9.438671668736076,13.299848545285126
-11.545695000714488,8.980211324252174,9.966462104925915
-3.1888966877844753,-7.973122995158159,-1.0995339889390872
-3.8705726162617564,-8.227961517967962,-1.1001369915949337
3.219742097287849,6.6888017749702655,-3.5479096957950134
-7.460977217512992,4.032970711012277,16.654403644373378
3.7250813658083484,-2.4489626977574623,10.02787529358022
-9.152629509870458,5.656929877915443,12.701814444901139
11.49353675765093,23.092937584735523,-4.485387642604939
4.518358129226525,-2.860784591355097,19.24774630404986
-14.362281148339822,9.002980540817225,15.811066020010543
10.873549320659286,23.356767814471482,0.3084777669569041
-2.2528347757404186,-5.104212126374862,-0.4543758198224843
12.548932616746638,23.442753092580084,-0.4148872536641548
13.556739072837686,26.022918592990507,2.6060560739884426
-15.354004592773515,9.13384458436294,8.118910790805947
-1.775415562373857,-3.4527828919240937,5.7986254660528935
-1.5405063966164785,-3.087500072481712,2.280728504951048
-9.316264406646136,6.069239936683812,10.296322368059487
-2.023616046537897,-0.0009924657713700213,-1.512653483698954
-2.6973146510040142,-5.224109232099993,2.3036162133804536
-4.100779282836685,-8.544059280781509,4.159046082342293
-3.7590404472086485,-6.600006032817991,6.401749605425898
4.696370845807661,-2.8914573239715615,14.62939903482534
5.06849185784671,10.55094568570321,-0.008155446041006265
9.737494751942187,20.093587847517238,7.855860960340291
7.989387169794013,-3.6808872820390817,9.810364221551062
-3.9906923886377035,-7.907032531808906,-3.8387396820000568
4.596532959858771,-3.3067803928713704,10.18862129753596
6.6652272467080005,12.142460107073004,-0.7368969078177114
8.182491889933393,17.517207591368813,-3.373710175368012
-12.130581071738208,8.563356884222667,18.72213843133333
4.16681394855757,-2.417604040015937,19.140800826863984
5.506493923582795,-3.8897461017865687,15.209933702911528
-2.91281359579357,-6.318205937941725,2.6153442293342675
-0.84425683679321,-1.6566526021009256,-2.558197149840403
-10.780667670347029,7.996123735410243,12.105825662803923
-3.4385872062572957,-5.4667978248313,6.003812343490033
9.421102515640387,18.346856152765245,-1.9490441288805291
-4.187912808642065,-7.881689646866602,7.379422752781755
-2.949464184405994,-4.863400373961995,-4.14028697211954
5.70442398036063,-3.3001402843924916,17.73301005196955
-5.525718633602488,-12.279880429046404,1.469499540000423
4.27398669467395,-2.946011581554207,11.563057108849549
-5.888271205192725,-13.330879784704326,2.792776902235274
-6.833380512029616,4.793753447196194,8.00170052944527
9.172770230480388,-3.0626569562024444,8.667756983581992
-3.563649027426343,-8.54293933982112,-0.3786386118618239
3.3591143976325135,-3.6279284867539494,19.239615694113965
-15.136890222462794,10.281088123147915,14.378320584027865
-9.732674293252783,7.477598781669924,18.487473539104727
6.068134019469273,-4.171041854175854,17.37068376069122
