X,Y,Temperature
-6.40314698295995,-10.300616792757555,4.9816047538945
15.536827008831272,-6.749116768176644,28.028572256396643
19.018813296172503,-8.086857361006677,19.279757672456203
-7.799228518631001,-12.458882053536446,13.946339367881464
15.387208312605427,26.99879968908369,-3.7592543823025393
14.659552237707164,25.693781094815332,-3.760219186551894
-9.563727311340708,-17.606250040283467,-7.676655513272022
13.119805146400044,-5.8295331734694,24.647045830997406
-6.698352463743667,-14.081229791876886,14.044600469728351
18.92668339798913,-7.876574016086864,18.322903111841818
15.669512851774371,27.440336766943908,-9.176620228167902
21.2502350362991,-8.668253782101157,28.796394086479772
14.530388059331893,-6.80951308702947,23.29770563201687
-9.207180374990488,-17.72462102263907,-1.5064355728689538
-10.90051745166134,-21.226798532506162,-2.7270013117159753
14.047869709371438,24.965182210530326,-2.6638196058626473
18.92916826621856,35.82315725076886,2.169689718381509
-5.568337163318427,-10.819502326475895,10.990257265289515
-7.166934774789638,-13.644436164111056,7.27780074568463
11.49565531312412,19.8360601229992,1.6491656079216774
-7.484572115697174,-14.530045912749584,14.47411578889518
-9.055430094389669,-13.605957660258122,-4.420245573918327
-8.543802537649043,-14.563595913584265,1.6857859414087262
-6.374585519141794,-12.67169980126291,4.654473731747668
-6.673848745161231,-13.274290938361998,8.242799368681439
19.643799214277717,-8.776416948554257,21.407038455720546
1.557573513719749,4.612074441624804,-2.0130487136656106
-7.485297423474689,-10.70347437365039,10.569377536544465
-7.63996589347243,-12.352443644274523,13.6965827544817
13.265054771736779,24.63800963578715,-8.14198349120009
-6.487218762832128,-12.65078076045335,14.301794076057533
13.441686322232242,24.415105909668018,-3.179035052508339
-9.03431048162055,-15.634380034737987,-7.397936280588819
17.039027897768545,-7.713351397970145,27.955421490133332
24.298520377687442,-10.025372617914238,28.625281322982374
19.14321376339972,-7.625924474433867,22.335893924658443
15.626945832319397,28.391821243010675,2.1845507669348265
-7.387231477433861,-14.836789608497542,-6.093115439744645
13.695252826947568,-6.5524775584051556,17.369321060486275
12.383408092100348,22.855952378377406,7.606099749584054
11.606884779003012,21.99057801320503,-5.118470606208847
-6.379896499516753,-14.78202263406028,9.807076404450807
-7.027045497918558,-10.965902112113133,-8.624459155391264
15.305572317067346,-7.024698233062009,26.372816083151285
-9.840889671381285,-16.366768600345804,0.3511992640006767
23.895727005938355,-9.877309136285666,16.50089137415928
13.516505431834474,24.73421381339766,2.468443043576439
11.309830693210852,21.02925808780551,10.802720847112433
9.166893667370843,18.37421125249882,11.868411173731186
-7.262893149470754,-10.371797019681134,-2.6058217789789184
15.260046832342468,-8.021433547084953,28.783385110582344
-26.289500437200754,10.66144970035566,21.005312934444582
23.57934617073989,-9.032239535150408,27.579957662567566
15.6450458191297,-6.821299762023751,25.79309401710595
11.92746906870561,21.074461469749153,13.915999152443405
-28.113770275791065,11.989192382728294,26.87496940092467
-7.212666832004074,-14.297278299568605,-6.46029991792322
-7.943509650248093,-14.7199678097755,-2.160685503234192
-6.516675894036473,-12.470210833811674,-8.190908443578477
-8.667474982060789,-14.214504443340267,3.0132132305305745
-5.282029813797693,-8.917758937760333,5.547091587579281
14.044335241071858,24.476950616588493,0.8539612709558355
14.16759025585136,-6.574781793501752,23.149500366077177
-6.024082659903222,-10.546482612631829,4.270133067743572
-9.547364370305237,-16.257226044777568,1.2373803874952305
-6.306013343690749,-10.6963385141323,11.70784332632994
-9.691740830751959,-18.198517069644712,-4.363031001009494
15.946466462680657,-8.386064806135018,22.08787923016159
14.798637252985865,23.841049762910917,-7.017974252809167
18.429956452670325,-7.663322272160042,29.475477464020692
9.273835176397105,-5.328756180550036,20.889790771866295
-8.859152636822788,-13.876337715059842,-2.0513727386331038
13.204876516474421,24.254477921062875,-9.779115315055904
15.250197991709216,-7.1845997681083515,22.618457138193364
15.090488492620912,-7.647200256717949,18.274293753904686
23.61368905094677,-9.942022213581359,19.160286721639494
-27.74492287872124,11.182812088500572,20.85081386743783
12.762521676738606,22.330366276680625,-7.038213930636386
-9.257581236676828,-15.39302771104074,4.338629141770905
-6.166248627669679,-10.454185059018819,-5.365237618994811
15.856582413578115,-7.430410719589815,24.52413703502374
-8.826422171698141,-15.809641080345704,14.931925073102317
-8.196373959154624,-15.038464707251892,3.2359209941059675
-7.327414559576208,-12.669613493390184,-7.457665988559055
-11.151378292177878,-21.379181571976456,2.439292868626488
-7.3949149649688835,-14.870705827632287,3.007332881069882
21.356985691354264,-8.976070306017634,19.18424713352256
15.472299320686021,-6.694898403966869,15.502298854208526
-38.1780396697307,18.010221801546315,25.48850970305306
-7.5385688668234225,-11.78887850194159,8.888597006477973
-9.63438964744198,-18.49934384902088,-5.216230162467932
